Carnobacterium mobile DSM 4848
Rhabdonatronobacter sediminivivens
Clostridium taeniosporum
Ralstonia thomasii
Pacificibacter marinus
Novilysobacter avium
Streptococcus ruminantium
Rossellomorea aquimaris TF-12
Avibacterium endocarditidis
Methylorubrum suomiense
Neostethus bicornis
Oceanispirochaeta crateris
'Nostoc azollae' 0708
Hoplobatrachus occipitalis
Pleurotus pulmonarius
Heliconius sara
Lanius minor
Paenibacillus melissococcoides
Faecalibaculum rodentium
Marinomonas mediterranea MMB-1
Penaeus japonicus
Nematocida ausubeli
Thermophagus xiamenensis
Acidiphilium angustum ATCC 35903
Tsukamurella pseudospumae
Cutaneotrichosporon dermatis
Marivirga sericea
Streptomyces violaceoruber
Cucumis melo
Roseinatronobacter bogoriensis DSM 18756
Acinetobacter entericus
Breznakibacter xylanolyticus
Eucalyptus cloeziana
Mycoplasmoides fastidiosum
Lachnellula hyalina
Thera juniperata
Sulfitobacter algicola
Streptomyces purpurogeneiscleroticus
Algoriphagus machipongonensis
Eupithecia dodoneata
Vespa mandarinia
Kryptolebias brasiliensis
Apodemia duryi
Eupithecia haworthiata
Microbispora cellulosiformans
Phaeobacter italicus
Alcanivorax profundi
Pendulispora albinea
Photorhabdus aballayi
Trichosporon asahii var. asahii CBS 2479
Arctia caja
Melaminivora jejuensis
Strobilurus pachycystidiatus
Dendroctonus frontalis
Zoramia perlita
Micromonospora eburnea
Acetobacter aceti NBRC 14818
Blastococcus aurantiacus
Mesobacillus persicus
Microcoleus anatoxicus
Roseococcus thiosulfatophilus
Pantoea trifolii
Noctilio leporinus
Leccinum rimulosum
Brotogeris pyrrhoptera
[Candida] saitoana
Thermus tenuipuniceus
Natrix maura
Halictus quadricinctus
Spea bombifrons
Vibrio quintilis
Sphingobacterium mizutaii
Psilopsiagon aurifrons
Mogibacterium timidum ATCC 33093
Rickettsia rhipicephali str. 3-7-female6-CWPP
Erodium texanum
Metarhizium guizhouense ARSEF 977
Ceratoteleas bidentatus
Plusia festucae
Drosophila multiciliata
Wolbachia endosymbiont (group A) of Conops quadrifasciatus
Fusarium kuroshium
Branchinecta lindahli
Dyadobacter crusticola DSM 16708
Pseudomonas straminea
Nonlabens ponticola
Amphritea atlantica
Leifsonia poae
Brumimicrobium salinarum
Tricholoma hemisulphureum
Synanthedon formicaeformis
Streptomyces palmae
Azospirillum soli
Brachyteles arachnoides
Toxascaris leonina
Pilasporangium apinafurcum
Pachycephala philippinensis
Roseibium aggregatum IAM 12614
Rhodanobacter spathiphylli B39
Lobotractus cyda
Trebouxia gelatinosa
Coenonympha darwiniana
Wickerhamiella lipophila
Wenzhouxiangella limi
Corynebacterium jeddahense
Streptomyces colonosanans
Cellulomonas hominis
Rubia occidens
Fervidobacterium ngatamarikiense
Microbotryum silenes-dioicae
Phytophthora chlamydospora
Staphylococcus microti
Themeda triandra
Arthrospira platensis NIES-46
Alectoria ochroleuca
Geobacter argillaceus
Rapidithrix thailandica
Microbacterium suwonense
Centropus unirufus
Mastigamoeba balamuthi
Muriicola marianensis
Penicillium mononematosum
Loxostege sticticalis
Limosilactobacillus agrestis
Aestuariivirga litoralis
Bartonella massiliensis
Limnohabitans lacus
Ambrosiozyma llanquihuensis
Algihabitans albus
Oligia latruncula
Acidaminococcus hominis
Saimiri sciureus
Mangrovibrevibacter kandeliae
Junonia genoveva
Hypholoma sublateritium
Barbatosphaeria neglecta
Fervidicoccus fontis Kam940
Panulirus interruptus
Enchytraeus crypticus
Bradyrhizobium retamae
Gorsachius magnificus
Mesopsocus fuscifrons
Megasphaera elsdenii DSM 20460
Flagellimonas allohymeniacidonis
Flagellimonas aequoris
Pluvialis dominica
Bacillus carboniphilus
Pseudoflavonifractor capillosus ATCC 29799
Pseudomonas ovata
Syritta pipiens
Nematodospora anomalae
Nocardioides guangzhouensis
Ralstonia condita
Homoserinibacter gongjuensis
Pichia pseudocactophila
Candidatus Koribacter versatilis Ellin345
Notamblyscirtes simius
Belba bartosi
Trichosanthes truncata
Modicisalibacter xianhensis
Nonomuraea insulae
Monosporozyma aquatica
Burkholderia latens
Phytopythium montanum
Leptopilina heterotoma
Actinoplanes cyaneus
Pseudomonas hormoni
Panthera tigris
Pichia ethanolica
Candidatus Glomeribacter gigasporarum BEG34
Mucor mucedo
Crenuchus spilurus
Corynebacterium sanguinis
Lentihominibacter faecis
Ruminococcus intestinalis
Cordyceps tenuipes
Thermoflavifilum aggregans
Salibacterium qingdaonense
Euonymus europaeus
Erythroxylum havanense
Photedes minima
Jonquetella anthropi E3_33 E1
Psychromarinibacter sediminicola
Bifidobacterium crudilactis
Enteromius trimaculatus
Convivina praedatoris
Paenibacillus camerounensis
Spialia struvei
Smittia aterrima
Pedobacter panaciterrae
Penstemon eatonii
Rhodoferax lacus
Eucyclogobius newberryi
Levilactobacillus bambusae
Aythya ferina
Desoria olivacea
Lampris incognitus
Drosophila hawaiiensis
Arthrobacter globiformis NBRC 12137
Paramarteilia canceri
Boudabousia liubingyangii
Maxillicosta whitleyi
Megadyptes antipodes antipodes
Candidatus Borreliella tachyglossi
Pusillibacter faecalis
Buteogallus meridionalis
Lentilactobacillus senioris DSM 24302 = JCM 17472
Ypsolopha scabrella
Blastococcus colisei
Candidatus Tisiphia endosymbiont of Dascillus cervinus
Mycolicibacterium chlorophenolicum JCM 7439 = NBRC 15527
Peltigera aphthosa
Sediminibacterium goheungense
Paludibacterium denitrificans
Pseudomonas saliphila
Trichlorobacter lovleyi SZ
Mysoria barcastus barcastus
Paratilapia polleni
Dyella jiangningensis
Mustela putorius furo
Halolamina litorea
Pseudoxanthomonas putridarboris
[Clostridium] asparagiforme DSM 15981
Bryotropha terrella
Cercopithecus mona
Thermococcus camini
Blautia acetigignens
Dyella aluminiiresistens
Streptomyces broussonetiae
Cercocebus chrysogaster
Acinetobacter sedimenti
Clostridium cadaveris
Cheirogaleus medius
Strawberry lethal yellows phytoplasma (CPA) str. NZSb11
Acanthochaenus luetkenii
Tagetes patula
Sphaerisporangium aureirubrum
Terfezia claveryi
Methanoculleus caldifontis
Lymnaea stagnalis
Photobacterium salinisoli
Gemmiger qucibialis
Falsiroseomonas stagni DSM 19981
Cacoxenus indagator
Quiscalus major
Ramariopsis corniculata
Rhodoferax lithotrophicus
Leptogium corticola
Mycobacterium canettii CIPT 140010059
Acinetobacter pullicarnis
Boletus semigastroideus
Ciconia episcopus
Chryseobacterium terrae
Jeotgalibacillus aurantiacus
Aureivirga marina
Gyromitra antarctica
Pseudoroseomonas aestuarii
Cryptococcus floricola
Flavobacterium erciyesense
Pseudoalteromonas denitrificans DSM 6059
Athrips mouffetella
Williamwhitmania taraxaci
Mirza coquereli
Oceanidesulfovibrio indonesiensis
Streptomyces tubercidicus
Heligmosomoides polygyrus bakeri
Malus domestica
Raineya orbicola
Pacificoceanicola onchidii
Staphylococcus caprae
Komagataeibacter saccharivorans
Scylla paramamosain
Simochromis diagramma
Microsporum audouinii
Dyadobacter psychrotolerans
Mesonia maritima
Tractidigestivibacter scatoligenes
Formosa haliotis
Globisporangium okanoganense
Bacteroides ndongoniae
Eristalis dimidiata
Sitta carolinensis
Thiopseudomonas alkaliphila
Pedobacter africanus
Sphingomonas qomolangmaensis
Pelagibacterium nitratireducens
Flavobacterium terrigena
Mesorhizobium denitrificans
Natronospira bacteriovora
Mailhella massiliensis
Rubroshorea leprosula
Camellia japonica
Streptomyces griseoflavus
Haloarchaeobius iranensis
Selenomonas massiliensis
Pinacopodium congolense
Tolmerus cingulatus
Pedobacter namyangjuensis
Wolbachia endosymbiont of Ostrinia furnacalis
Monopis crocicapitella
Marinobacter profundi
Pseudomonas knackmussii
Beauveria varroae
Ptilonorhynchus violaceus
Sanghuangporus baumii
Fictibacillus halophilus
Pseudonocardia abyssalis
Sporothrix mexicana
Dendroctonus valens
Penicillium roqueforti
Acinetobacter nematophilus
Wolbachia endosymbiont (group A) of Nomada goodeniana
Natronorubrum bangense
Methanoplanus limicola DSM 2279
Abscondita cerata
Haemophilus influenzae
Pandoraea pulmonicola
Pectobacterium wasabiae CFBP 3304
Phytobacter ursingii
Scarus forsteni
Actinoplanes flavus
Skermanella pratensis
Actinomadura soli
Hapalemur meridionalis
Fopius arisanus
Chryseobacterium tructae
Kwoniella dejecticola CBS 10117
Brotogeris cyanoptera
Xanthomonas dyei
Clostridium tetanomorphum
Corynebacterium hindlerae
Penicillium alfredii
Galbitalea soli
Acidipropionibacterium jensenii
Opuntiella californica
Nocardioides panzhihuensis
Flavobacterium hankyongi
Phyllaplysia taylori
Tothia fuscella
Talaromyces ruber
Columba janthina nitens
Methylacidiphilum infernorum V4
Chlamydia pecorum E58
Porites divaricata
Vibrio aphrogenes
Amazona vittata
Parageobacillus thermoglucosidasius
Corynebacterium stationis
Lepidurus packardi
Wolbachia endosymbiont (group B) of Agrotis puta
Pelosinus propionicus DSM 13327
Alloscardovia omnicolens DSM 21503
Thalassomonas haliotis
Bacillus rhizoplanae
Coregonus lavaretus
Cryobacterium cryoconiti
Hondaea fermentalgiana
Phyllostomus hastatus
Psephotus haematonotus
Tausonia pullulans
Chlamydomonas sphaeroides
Vulcanococcus limneticus LL
Paenibacillus tianmuensis
Tripidium arundinaceum
Deinococcus carri
Veillonella montpellierensis
Iberis amara
Tolypeutes matacus
Tessaracoccus aquimaris
Fredinandcohnia onubensis
Parmotrema stuppeum
Solimonas soli DSM 21787
Amygdalobacter nucleatus
Parasutterella excrementihominis YIT 11859
Notolabrus celidotus
secondary endosymbiont of Trabutina mannipara
Lachancea kluyveri NRRL Y-12651
Zymobacter palmae
Ceriporiopsis andreanae CBS 279.92
Modiolus philippinarum
Photobacterium swingsii
Methylobacillus rhizosphaerae
Herbaspirillum frisingense GSF30
Leptographium wageneri
Syntrophus aciditrophicus SB
Mastigias papua
Microbacterium ginsengiterrae
Sphingopyxis italica
Heliamphora exappendiculata
Candidatus Galacturonibacter soehngenii
Siansivirga zeaxanthinifaciens CC-SAMT-1
Chlamydotis undulata undulata
Neolamprologus christyi
Paenibacillus helianthi
Trichophyton schoenleinii
Neurigona quadrifasciata
Flavobacterium fluvii
Dyscophellus porcius
Mimas tiliae
Wurfbainia villosa
Pseudaestuariivita rosea
Fusarium fredkrugeri
Chryseobacterium gotjawalense
Eupithecia centaureata
Spialia spio
Aliidiomarina minuta
Botryosphaeria agaves
Sphingobium amiense
Acanthamoeba quina
Noctuana stator
Nymphaea thermarum
Oscillatoria nigro-viridis PCC 7112
Bifidobacterium hominis
Paractinoplanes aksuensis
Resseliella maxima
Streptomyces prasinopilosus
Kribbella antibiotica
Microvirga flocculans ATCC BAA-817
Dechloromonas denitrificans
Clostridium sporogenes
Bifidobacterium colobi
Brochothrix thermosphacta
Callopanchax toddi
Gemmata algarum
Variabilichromis moorii
Rheinheimera lutimaris
Ruegeria lacuscaerulensis
Auricularia heimuer
Wolbachia endosymbiont (group A) of Nomada hirtipes
Grosmannia serpens
Terapon puta
Sutterella faecalis
Strobilurus orientalis
Aspergillus ruber CBS 135680
Geodermatophilus africanus
Mixta intestinalis
Eos semilarvata
Urbanus esmeraldus
Agrobacterium rubi TR3 = NBRC 13261
Erebia rondoui
Sebastes rosaceus
Gryllotalpicola protaetiae
Lepiota venenata
Sicyos edulis
Hyperolius riggenbachi
Vreelandella utahensis
Leishmania enriettii
Marivita cryptomonadis
Robertmurraya siralis
Neorickettsia findlayensis
Wolbachia endosymbiont of Muscidifurax uniraptor
Megachile willughbiella
Conraua beccarii
Haloechinothrix alba
Planococcus faecalis
Heteronetta atricapilla
Novosphingobium kaempferiae
Squalius squalus
Candidatus Thiodiazotropha endoloripes
Oriolus oriolus
Tomitella gaofuii
Culex modestus
Suhomyces terraborum
Psilocybe semilanceata
Paenibacillus qinlingensis
Pararhizobium haloflavum
Wolbachia endosymbiont (group A) of Coremacera marginata
Wolbachia endosymbiont (group B) of Apomyelois bistriatella
Comamonas granuli NBRC 101663
Hoplisoma axelrodi
Metapseudomonas resinovorans DSM 21078
Elaeis guineensis
Ischnura elegans
Caldicellulosiruptor saccharolyticus DSM 8903
Gilliamella intestini
Tatumella morbirosei
Rousettus leschenaultii
Platypus cylindrus
Stenotrophomonas aracearum
Trachelipus rathkii
Alkalispirochaeta alkalica DSM 8900
Aegilops speltoides
Diurnea lipsiella
Chryseobacterium gallinarum
Hericium rajendrae
Lichenifustis flavocetrariae
Streptomyces roseoverticillatus
Palaeococcus pacificus DY20341
Leishmania mexicana MHOM/GT/2001/U1103
Rahnella aquatilis CIP 78.65 = ATCC 33071
Loboptera troglobia
Xinfangfangia pollutisoli
Caballeronia grimmiae
Acinetobacter equi
Vibrio ziniensis
Litoreibacter roseus
Trichophyton tonsurans
Rutpela maculata
Tissierella creatinophila DSM 6911
Bradyrhizobium huanghuaihaiense
Tahibacter caeni
Argonema antarcticum A004/B2
Flavobacterium panacis
Euborellia annulipes
Fusarium mesoamericanum
Eubacterium pyruvativorans
Brucella ceti B1/94
Pedobacter psychrotolerans
Vagococcus hydrophili
Marinobacter qingdaonensis
Filomicrobium insigne
Fusarium meridionale
[Candida] trypodendri
Botrytis fabae
Sporosarcina ureae
Cupriavidus basilensis
Sinisalibacter aestuarii
Xanthoria aureola
Nonomuraea typhae
Schaalia radingae
Sphingomonas morindae
Stenoptilia bipunctidactyla
Paenibacillus tarimensis
Xylanibacter caecicola
Hufsiella arboris
Nemasoma varicorne
Callyspongia manus
Phaeovibrio sulfidiphilus
Cytobacillus dafuensis
Paenibacillus mendelii
Pulicaria dysenterica
Hymenobacter cellulosivorans
Hypsolebias antenori
Viridibacterium curvum
Cloacibacillus evryensis DSM 19522
Adoxophyes honmai
Porites harrisoni
Pendulispora brunnea
Cicinnurus regius
endosymbiont GvMRE of Glomus versiforme
Origma robusta
Qipengyuania nanhaisediminis
Galumna lanceata
Secundilactobacillus odoratitofui DSM 19909 = JCM 15043
Streptomyces thermospinosisporus
Brachynemurus nebulosus
Ulvibacter antarcticus
Tyta luctuosa
[Candida] oceani
Myotis planiceps
Huntiella tyalla
Echinometra lucunter
Helicobacter cetorum MIT 99-5656
Octopus americanus
Zaprionus obscuricornis
Aquimarina rubra
Heliangelus exortis
Neglectibacter caecimuris
Suipraeoptans intestinalis
Fraxinus xanthoxyloides
Hermissenda crassicornis
Candida bohioensis
Amycolatopsis coloradensis
Cyclobacterium marinum DSM 745
Moricandia arvensis
Prevotella dentalis DSM 3688
Saccharomycopsis olivae (nom. inval.)
Cirrula hians
Sinomonas terrae
Microbotryum intermedium
Macquaria ambigua
Yersinia bercovieri
Ophthalmolycus amberensis
Drosophila lacteicornis
Breznakia pachnodae
Kroppenstedtia pulmonis
Cacajao hosomi
Kaustia mangrovi
Actinidia arguta var. hypoleuca
Epinephelus awoara
Zabuella tenellus
Clostridium nigeriense
Bifidobacterium anseris
Lorius lory
Rhizobium puerariae
Passova gellias
Bifidobacterium thermophilum
Fusarium nurragi
Streptomyces thermovulgaris
Anaerococcus kampingiae
Phyllospongia foliascens
Kytococcus schroeteri
Oceanobacillus jeddahense
Natronoarchaeum mannanilyticum
Mannheimia indoligenes
Kitasatospora cheerisanensis KCTC 2395
Gypsophila paniculata
Capreolus capreolus
Candidatus Pantoea carbekii
Rhizobium dioscoreae
Granila paseas
Venada nevada
Prosthecodimorpha staleyi
Microbacterium luteum
Kluyveromyces aestuarii
Pseudomonas maioricensis
Patiriisocius marinistellae
Xenotaenia resolanae
Mythimna loreyi
Alginatibacterium sediminis
Desulfuromusa kysingii
Paracoccus denitrificans
Streptomyces milbemycinicus
Mycobacterium bourgelatii
Vombatus ursinus
Helicobacter enhydrae
Trichoderma brevicompactum
Ctenodactylus gundi
Gunayan rubricollis
Halobellus salinus
Streptomyces argenteolus
Oceanibacterium hippocampi
Opitutus terrae PB90-1
Volucella inanis
Acidobacterium capsulatum ATCC 51196
Taibaiella chishuiensis
Salinisphaera dokdonensis CL-ES53
Aviceda leuphotes
Holdemanella porci
Paraburkholderia youngii
Lobocla liliana liliana
Anthracocystis setariae
Neisseria bacilliformis
Cunninghamella bertholletiae
Eucalyptus sideroxylon x Eucalyptus melliodora
Eueides lybia
Streptomyces cavourensis
Thermococcus piezophilus
Pontibacter mangrovi
Agromyces bauzanensis
Pulveroboletus ridleyi
Selaginella moellendorffii
Callitettix versicolor
Cryobacterium psychrotolerans
Myxacorys almedinensis A
Curvularia verruculosa
Epichloe amarillans
Chryseobacterium suipulveris
Sphingobacterium thermophilum
Coxiella-like endosymbiont of Rhipicephalus sanguineus
Methanobacterium alkalithermotolerans
Rothia aeria
Verpa bohemica
Alloalcanivorax venustensis
Globisporangium nagaii
Sellimonas catena
Touit huetii
Piruna aea mexicana
Balaenoptera musculus
Mycoplasma anserisalpingitidis
Culturomica massiliensis
Hyphobacterium indicum
Pieris brassicae
Parapontixanthobacter aurantiacus
Anas zonorhyncha
Collessia kirishimana
Gracilibacillus salitolerans
Vallitalea okinawensis
Metabacillus flavus
Paenibacillus silvisoli
Mediterraneibacter gnavus ATCC 29149
Apilactobacillus timberlakei
Mangrovibacterium lignilyticum
Brevibacterium permense
Parafrigoribacterium soli
Pugionium cornutum
Strongylocentrotus droebachiensis
Hydrogenovibrio crunogenus
Isohypsibius dastychi
Touit purpuratus
Glycyrrhiza uralensis
Marinobacterium marinum
Callocephalon fimbriatum
Massilia glaciei
Pseudooceanicola sediminis
Chryseobacterium vaccae
Pseudonaja textilis
Protesilaus protesilaus protesilaus
Pastor roseus
Oreonectes platycephalus
Geothermobacter hydrogeniphilus
Sarocladium kiliense
Nocardia niigatensis NBRC 100131
Tortispora phaffii
Cryobacterium cheniae
Alternaria alstroemeriae
Flavobacterium defluvii
Xanthoconium stramineum
Anopheles merus
Temnothorax rugatulus
Boletus subparvulus
Marinicaulis aureus
Capnocytophaga sputigena
Arma custos
Desulforegula conservatrix Mb1Pa
Fonticula alba
Cryobacterium breve
Lactifluus volemus
Bipolaris victoriae FI3
Candidatus Nitrosopumilus salaria BD31
Desulfurivibrio alkaliphilus AHT 2
Allokutzneria albata
Sodalis praecaptivus subsp. spalangiae
Cinnycerthia unirufa
Shargacucullia scrophulariae
Aquibium oceanicum
Gordius albopunctatus
Nocardiopsis lucentensis DSM 44048
Oryza punctata
Taenia asiatica
Galdieria yellowstonensis
Symphylella vulgaris
Beauveria felina
Peptidiphaga gingivicola
Legionella fairfieldensis
Candidatus Sneabacter namystus
Morelia viridis
Pectobacterium parvum
Eudromia elegans
Salipiger aestuarii
Pherbina coryleti
Methanobrevibacter gottschalkii DSM 11977
Lampetra planeri
Winogradskyella echinorum
Gerosis bhagava
Clathrolucina costata
Lepisosteus osseus
Donghicola tyrosinivorans
Nocardiopsis quinghaiensis
Ophiobolus disseminans
Ectothiorhodospira mobilis
Raddia distichophylla
Halalkalibacter kiskunsagensis
Melanorivulus atlanticus
Cyberlindnera fabianii
Microcambeva barbata
Neisseria arctica
Alteromonas portus
Planococcus antarcticus DSM 14505
Bos gaurus
Nanos vadoni
Propionispora vibrioides
Mycobacterium simulans
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)
Paraburkholderia gardini
Hyphomicrobium denitrificans ATCC 51888
Orbilia quercus
Flavobacterium potami
Agelaius phoeniceus
Nocardioides nematodiphilus
